x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,data_quality
1.1,2.64,7.74,5.38,4.34,2.01,1.76,1.68,1.35,1.16,0.97,0.96,0.62,8.1,1.69,1
1.58,5.47,12.6,15.45,21.76,3.63,5.65,6.2,4.57,3.37,2.83,3.16,1.11,13.06,2.94,1
1.27,1.68,4.91,3.89,8.48,0.74,1.58,0.73,0.87,0.55,0.44,0.65,0.24,6.81,1.53,1
0.77,2.09,4.9,3.46,4.53,2.94,1.35,2.33,0.83,0.59,0.66,0.58,0.34,3.67,0.8,1
0.56,1.15,6.07,2.54,4.72,1.8,0.6,1.75,0.63,0.81,0.66,0.68,0.34,6.78,1.09,0
3.29,3.08,14.54,10.39,15.58,1.73,2.08,1.9,3.64,1.56,2.42,1.38,2,13.5,2.08,0
1.31,1.29,7.6,4.56,5.07,1.53,0.57,0.56,1.38,0.82,0.85,0.41,0.64,4.63,0.85,0
2.08,2.73,25.97,12.98,17.66,4.15,2.99,3.12,9.18,5.19,4.12,2.08,1.56,6.75,2.07,0
2.22,2.84,8.41,10.51,13.62,7.66,1.86,4.44,5.19,2.48,1.36,2.04,1.22,11.1,1.67,0
1.3,2.88,15.58,15.58,23.37,3.12,0.83,3.53,1.92,1.87,1.77,0.57,0.62,6.23,0.93,0
2.07,3.77,22.72,16.87,16.01,4.11,0.45,4.03,4.33,4.11,2.55,2.26,1.29,14.31,3.38,1
1.26,2.11,5.34,5.06,14.9,3.37,2.18,3.64,3.57,1.6,1.96,3.7,0.88,1.82,3.86,1
6.68,5.16,15.24,20.94,23.71,12.94,6.79,10.46,9.62,8.46,6.63,5.86,3.47,23.5,5.1,1
1.87,3.49,7.72,6.34,7.7,3.44,1.86,2.02,4.1,1.16,1.19,1.36,1.05,16.2,1.75,1
1.69,2.84,6.18,6.82,8.11,2.36,1.24,5.07,2.88,1.07,1.71,0.85,0.33,8.41,2.28,1
2.48,3.6,13.15,10.07,13.32,5.24,3.42,3.45,6.06,2.16,2.09,2.87,2.87,9.78,2.76,0
5.89,5.13,19.32,12.92,20.32,2.77,6.13,11.11,3.85,2.66,1.71,1.6,1.31,14.25,3.7,0
3.55,4.46,8.61,8.84,12.8,3.98,2.71,4.2,3.81,2.33,1.54,1.24,1.05,10.69,3.45,1
1.6,2.64,17.13,7.25,15,6.9,2,2.42,2,2.42,2,3.16,2,12.5,2,0
2.18,2.81,25.26,5.34,10.97,2.83,2.66,1.55,6.11,1.74,1.28,1.16,1.55,9.7,2.81,1
2.14,3.72,13.04,8.38,9.78,3.03,3.17,3.26,3.63,0.7,3.49,2.79,2.19,12.57,2.89,0
2.47,3.32,15.09,5.88,9.3,5.89,1.41,9.22,3.33,2.65,1.85,1.48,3.7,12.03,2.24,0
1.3,3.95,7.4,6.29,16.65,12.24,2.04,5.55,4.63,3.7,1.85,3.45,1.36,11.1,1.96,0
1.73,2.26,20.77,10.39,8.31,1.82,1.82,1.82,3.12,1.04,1.56,1.04,0.75,8.31,1.04,0
2.78,2.7,12.12,9.35,15.23,2.6,1.89,2.26,3.84,2.59,3.12,1.83,1.47,7.27,1.79,1
1.34,4.44,11.1,4.63,8.14,8.3,2.96,4.44,6.66,3.98,2.22,1.79,1.91,8.51,1.99,0
2.11,7.36,14.56,10.24,24.31,2.7,3.91,4.6,4.76,2,2.2,2.04,1,15.85,2.05,0
1.14,2.38,9.87,4.15,14.09,1.56,2.07,1.82,1.56,1.04,1.47,0.78,0.55,4.15,1.56,0
2.57,3.05,4.75,11.17,12.32,4.32,3.21,5.67,3.17,2.83,2.83,2.32,1.67,7,2.09,0
1.09,2.28,6.57,3.63,6.75,1.57,1.01,0.76,1.89,0.99,1.16,0.46,0.65,6.5,1.12,1
4.31,1.64,25.27,5.56,13.36,4.33,1.44,3.97,3.43,3.07,3.07,1.08,0.65,5.05,1.59,0
1.66,2.64,11.46,8.64,12.27,1.96,1.76,1.61,2.34,1.27,1.29,0.86,0.63,5.19,1.61,1
0.67,0.8,5.45,3.06,5.47,1.8,0.67,1.43,0.46,0.43,0.41,0.39,0.38,4.9,1.79,1
0.97,2.43,5.74,3.73,5.67,2.3,1.07,2.33,1.47,1.13,1.65,0.8,0.53,5.3,1.06,0
1.32,1.22,6.88,3.55,5.19,0.52,0.99,1.07,1.58,0.37,0.57,0.76,0.47,4.06,0.71,1
3.55,4.23,9.29,11.74,15.37,5.17,1.65,4.31,4.43,3.05,2.08,1.54,2.37,11.2,3.06,1
1.21,1.62,4.28,3.57,9.85,0.85,0.96,0.89,0.61,0.42,0.48,0.43,0.52,6.85,1.52,0
1.71,1.58,6.05,6.92,13.34,2.08,0.78,0.78,1.09,1.38,1.04,0.87,1.18,8.94,1.52,0
0.82,1.65,9.11,4.03,5.89,3.35,1.11,3.54,1.54,1.65,1.92,1.06,0.52,6.72,1.15,1
2.29,2.41,13.19,7.31,19.1,5.28,2.76,2.64,6.71,2.14,2.01,1.76,0.98,20.36,1.7,0
4.31,1.55,5.23,2.89,16.24,4.04,2.17,3.25,4.33,1.99,1.95,1.2,1.66,10.83,1.71,0
0.84,1.13,9.12,4.5,8.11,1.02,1.08,0.59,0.64,0.46,0.57,0.33,0.49,7.44,1.87,1
0.51,0.88,4.9,2.91,2.91,0.86,0.48,0.86,0.37,0.29,0.26,0.28,0.27,6.12,1.22,0
1.33,1.15,6.78,4.86,7.49,1.22,1.01,0.54,0.5,0.48,0.48,0.32,0.54,5.16,1.75,1
1.64,1.81,8.86,8.06,12.87,2.8,1.3,1.39,1.39,1.43,1.26,1.07,0.73,8.56,1.17,1
3.52,1.3,4.02,3.88,14.49,1.33,2.21,1.21,0.92,0.72,0.62,0.48,0.42,0.73,0.78,0
4.78,2.73,12.87,6.29,10.68,5.88,1.36,6.37,6.76,3.1,2.9,1.84,2.07,11,3,1
3.8,1.48,7.22,6.09,28.41,5.05,7.07,3.61,3.52,2.66,2.53,1.04,0.92,10.83,1.8,0
0.93,1.12,6.07,3.24,5.36,0.51,0.88,1.07,1.15,0.37,0.4,0.84,0.42,4.06,0.77,0
0.98,1.41,3.07,3.84,4.1,1.02,0.38,0.51,0.51,0.51,0.36,0.43,0.56,4.61,1.67,0
5.64,3.97,19.61,13.11,16.19,7.2,2.19,6.36,6.81,4.06,4.24,3,1.77,13.5,3.57,0
1.47,1.35,5.19,6.27,9.49,2.59,1.32,1.3,1.3,1.58,0.97,0.99,0.74,11.42,1.12,0
4.04,3.45,13.78,12.83,13.96,4.74,1.32,4.99,5.7,2.69,3.21,2,2.17,12.5,1.98,0
0.89,1.07,6.67,2.22,6.04,1.27,1.4,0.95,0.64,0.57,0.64,0.19,0.38,6.99,2.54,0
1.17,1.49,6.96,5.34,15.69,2.52,1.01,1.41,1.33,1.19,1.5,0.95,0.9,8.95,1.27,1
0.68,1.93,7.13,3.29,7.89,1.33,1.29,0.61,1.3,0.81,0.79,0.65,0.64,4.1,1.3,0
6.75,3.19,9.74,12.56,15.65,6.74,1.72,4.93,3.88,4.18,2.39,2.11,1.84,15,2.45,1
1.88,2.62,11.13,10.62,15.08,3.02,3.02,6.4,6.36,3.86,2.81,2.4,0.89,15.08,1.88,0
0.51,0.94,4.9,3,3.18,0.86,0.65,0.86,0.37,0.31,0.27,0.31,0.27,15.3,3.06,0
1.02,2.47,10.61,5.36,12.2,5.3,2.06,4.95,1.68,2.06,1.94,2.09,0.71,12.82,1.27,0
1.89,2.02,6.83,8.1,12.37,1.89,1.53,1.5,1.66,1.27,1.07,1.6,0.65,2.13,1.71,1
1.31,1.91,8.7,6.19,9.39,2.92,1.23,1.53,1.38,1.45,1.69,0.64,0.77,9.34,1.53,1
3.72,4.12,10.54,11.54,16.48,3.93,1.4,3.86,3.83,2.54,2.17,1.54,1.72,15,2.46,1
1.7,1.75,11.63,5.29,8.9,1.43,1.51,1.62,2.38,0.81,0.62,1.01,0.66,8.68,1.09,1
0.74,1.2,7.1,4.03,8.58,2.06,1.02,2.5,1.17,0.78,0.87,0.72,0.53,6.66,2.44,1
1.33,2.25,7.49,5.79,8.51,2.1,1.01,1.23,1.49,1.44,1.17,0.92,0.86,7.78,1.36,1
2.13,3.08,13.56,10.53,17.75,1.91,1.71,2,2.37,1.18,1.2,0.97,0.4,5.71,1.38,1
0.56,0.79,4.22,3.43,3.92,1.44,0.67,0.93,0.54,0.32,0.43,0.38,0.3,5.51,1.64,0
1.9,1.88,6,2.4,8.7,1,1,1,0.6,0.5,0.5,1,0.7,10,2,0
0.73,1.35,6.03,1.84,6.14,1.02,1.11,0.83,0.64,0.7,1.36,0.44,0.36,10.01,1.91,0
1.14,1.21,9.09,3.54,5.9,1.99,1.12,2.14,0.98,0.72,0.89,0.88,0.6,13.32,2.56,0
1.65,1.83,6.33,6.75,10.1,3.98,1.31,1.62,1.23,1.67,1.17,0.78,0.76,10.33,1.06,0
2.02,3.96,8.31,9.78,27.27,2.86,1.76,2.55,2.37,1.8,1.96,1.51,0.56,7.27,2.25,1
1.66,1.99,6.03,7.44,11.5,4,1.18,1.08,1.52,1.85,1.59,1.12,0.85,10.35,1.23,1
0.68,1.41,0.9,1.8,2.25,1.35,0.79,0.45,0.68,3.38,2.03,0.68,0.34,1.89,0.39,0
5.02,3.49,12.86,9.69,13.49,4.9,1.81,5.99,3.97,2.4,2.81,1.39,1.68,12,2.58,1
1.56,1.51,14,4.97,9.91,1.97,1.53,1.97,2.18,1,0.63,1.47,0.72,8.19,1.02,1
0.79,1.27,11.44,3.1,8.77,2.78,1.32,1.44,0.69,1.03,2.22,0.64,0.43,19.07,1.74,1
3,2.1,3.38,4.84,4.28,4.22,2.63,1.5,1.58,1.58,0.9,0.79,0.56,1.89,0.39,0
1.17,1.37,1.35,3.15,2.7,3.38,3.15,1.35,1.8,4.51,1.35,0.45,0.34,5.63,0.45,0
0.74,1.49,5.31,3.07,8.85,1.49,1.12,1.02,1.02,1.12,1.24,0.65,0.52,5.59,1.34,0
1.4,1.62,6.8,3.65,10.1,1.01,1.01,0.97,0.74,0.57,0.6,0.71,0.46,10.28,1.39,1
0.53,0.96,3.34,2.67,7.41,2.27,0.64,1.24,0.58,0.31,0.35,0.41,0.36,11.63,1.72,1
0.88,1.42,5.54,4.71,6.78,2.89,1.59,2.42,0.97,1.03,1.65,1.94,0.68,6.19,1.06,0
3.3,3.04,10.75,9.74,16.01,3.47,1.36,3.04,2.55,1.51,1.58,1.17,1.47,10,1.5,1
1.88,2.62,30.16,4.9,15.08,3.02,3.02,7.54,4.9,3.2,2.64,2.26,0.89,15.08,1.88,0
7.15,5.98,18.18,18.51,23.93,7.46,4.52,6.42,7.12,5.48,5.3,4.23,2.57,17.49,3.07,1
1.23,3.15,6.75,6.36,9.46,2.75,1.04,1.3,1.21,1.23,1.3,1.3,0.77,8.3,1.26,0
1.14,1.21,9.09,3.54,7.99,2.2,1.15,2.16,1,0.67,0.84,0.86,0.36,13.32,2.32,0
0.99,1.95,7.52,3.94,8.12,1.24,0.88,0.72,1.35,0.81,0.74,0.7,0.5,7.45,1.1,0
1.39,1.74,6.53,6.18,9.06,2.89,1.17,1.21,1.27,1.53,1.36,0.98,0.72,10.38,1.13,1
3.95,2.24,7.69,7.68,13.06,4.82,1.55,3.48,2.69,2.75,2.67,1.68,2.17,9.98,1.96,0
1.86,2.74,7.17,7.56,11.29,2.46,1.06,2.18,2.97,1.21,1.32,0.9,1.07,9.61,2.37,1
1.19,2.16,12.99,6.93,13.36,2.07,1.63,1.84,2.08,1.64,1.64,1.17,0.62,5.19,1.03,1
1.09,1.95,7.43,4.18,7.77,1.91,0.99,0.51,1.29,1.09,1.1,0.67,0.61,6.24,0.97,1
0.93,2.05,6.09,2.92,6.71,1.99,1.3,1.12,1.49,0.92,0.75,0.68,0.68,11.18,1.37,0
3.33,1.48,7.22,6.09,22.71,5.05,3,3.61,3.52,2.66,2.53,1.04,0.92,8.66,1.8,0
0.8,0.98,4.65,2.49,2.75,1.22,0.59,0.69,0.57,0.37,0.34,0.55,0.47,1.47,2.14,0
2.23,2.83,12.3,9.98,16.03,2.73,1.71,2.13,1.67,1.82,0.97,1.38,0.52,6.23,0.9,1
3.33,1.59,12.14,8.05,22.71,3.32,1.61,3.61,3.56,0.72,0.9,1.45,0.96,8.66,2.08,0
0.82,1.2,3.32,5.15,10.97,1.33,1.5,0.38,0.93,0.33,0.38,0.52,0.48,7.48,0.7,0
1.93,1.99,5.84,6.25,7.91,2.5,1.1,1.4,1.18,1.47,1.45,0.97,1.23,9.34,1.58,1
3.42,3.65,10.88,9.9,15.97,4.29,1.4,3.68,3.43,2.32,1.88,1.72,2,11.5,3.21,1
0.69,0.82,2.83,1.7,2.67,0.8,0.43,0.48,0.43,0.25,0.26,0.25,0.27,1.23,1.31,0
1.32,1.67,6.62,4.68,8.18,1.11,1.21,1.46,1.35,0.94,1.05,0.94,0.94,3.51,1.26,0
0.61,0.88,6.73,3.55,3.43,2.2,0.65,1.18,0.43,0.49,0.37,0.55,0.31,14.69,1.38,0
0.53,0.91,5.97,2.54,4.45,2.75,0.66,1.03,0.67,0.42,0.5,0.52,0.31,3.67,1.53,1
0.64,1.75,3.67,3.46,5.06,1.48,0.61,0.41,0.71,0.37,0.51,0.49,0.63,5.71,0.58,0
0.78,1.49,5.2,4.32,5.87,1.77,1.06,1.06,1.41,2.12,2.65,1.06,0.53,5.3,0.92,0
1.82,1.52,13.18,5.19,11.67,1.77,1.37,1.71,2.52,0.79,0.67,1.43,0.82,9.83,1.11,1
1.35,1.23,6.16,3.57,5.45,0.48,0.99,1.17,1.47,0.37,0.43,0.91,0.46,4.06,0.74,1
0.93,1.05,6.22,3.28,4.87,0.34,0.8,0.88,1.72,0.29,0.35,1.24,0.35,2.71,0.64,1
2.17,3,9.76,8.9,11.18,3.03,1.04,2.56,3.15,2.59,2.16,2,1.12,11.03,1.97,1
5.09,3.68,14.32,15.15,16.71,4.36,1.53,3.49,3.91,3.91,4.62,2.44,2.6,13.5,2.41,1
4,1.2,9,2.9,8.46,0.9,1.35,0.9,0.57,0.57,0.47,0.6,0.4,0.5,1.86,0
0.85,1.56,4.42,2.77,3.54,0.88,1.02,1.77,0.71,1.77,3.98,0.53,0.35,5.3,1.15,0
2.72,1.84,6.06,12.87,8.7,4.1,1.35,3.86,4.5,3.15,2.29,1.13,1.35,15,3.57,0
1.5,1.64,4.86,2.37,2.1,3.11,0.45,0.34,0.68,2.93,0.68,0.56,0.39,1.89,0.39,0
1.12,2.9,7.44,5.52,8.99,1.93,1.33,1.12,1.57,1.55,1.48,1.47,0.92,9.47,1.06,0
2.74,1.76,12.27,4.45,28.83,5.05,2.17,3.07,4.69,2.29,1.8,1.65,1.32,10.83,2.17,0
3.75,3.98,8.84,13.48,12.12,6.55,1.61,6.62,5.15,6,4.63,1.92,2.32,13,3.04,1
3.61,1.56,14.44,7.22,18.05,5.78,2.22,3.84,6.14,3.97,2.19,1.37,0.79,7.22,1.87,0
3.46,3.07,15.9,11.21,21.49,5.04,1.43,5.14,4.28,3.19,2.15,1.67,1.56,11.5,2.06,1
1.2,1.91,8.07,3.79,7.69,1.3,1.07,1.02,2.2,1.12,0.93,0.68,0.52,6.89,1.06,0
0.8,1.5,3.12,4.13,5.42,1.73,1.89,2.12,0.83,1.86,1.97,1.41,0.85,4.95,1.07,0
0.87,1.87,5.66,4.51,7.32,2.48,1.66,1.77,1.06,1.06,1.94,1.15,0.44,4.42,1.27,0
0.89,0.88,5.35,2.69,4.16,1.49,0.42,0.81,0.31,0.24,0.24,0.39,0.37,12.24,1.69,0
0.49,0.83,6.73,2.45,5.51,2.14,0.61,0.8,0.43,0.34,0.47,0.55,0.37,11.02,1.84,0
1.12,1.96,7.58,3.85,7.52,1.37,1.24,1.15,1.68,1.18,1.09,0.61,0.47,3.45,1.26,0
1.46,1.48,3.97,2.66,7.27,0.45,0.9,0.2,0.52,0.2,0.25,0.2,0.51,3,0.92,0
3.02,2.83,10.8,11.51,17.77,3.88,1.31,2.87,3.55,1.67,1.82,1.46,2.31,8.5,2.51,1
0.69,0.86,10.2,2.57,5.47,2.65,0.73,1.18,0.31,0.39,0.47,0.43,0.39,6.12,2.24,0
0.88,1.27,2.39,2.92,6.19,3.24,1.33,2.21,0.44,0.88,1.47,0.8,0.65,3.54,1.07,0
4.15,2.99,14.02,12.85,13.61,4.31,1.47,3.53,3.76,1.85,2.34,1.97,2.12,11.17,1.92,1
0.92,1.52,3.54,2.65,3.54,2.48,1.66,2.44,1.31,1.77,1.77,0.8,0.82,7.07,1.14,0
1.01,2.2,5.49,4.51,7.9,0.82,1.15,1.23,1.96,0.63,0.72,0.86,0.48,4.44,0.77,1
1.97,1.6,12.54,5.28,10.18,1.75,1.54,1.68,2.9,0.92,0.78,0.66,0.7,6.55,0.87,0
1.33,1.65,4.59,4.68,8.87,0.87,0.96,0.85,0.74,0.58,0.44,0.59,0.57,25.21,0.72,0
3.38,1.35,7.89,2.82,3.53,2.25,1.58,1.13,1.58,2.14,1.13,0.45,0.34,4.73,0.62,0
1.18,2.32,11.36,7.16,12.22,2.48,2,1.88,2.23,1.18,1.84,1.08,0.6,5.19,1,1
2.74,1.76,12.27,4.45,28.83,5.05,2.17,3.07,4.69,2.29,1.8,1.65,1.32,10.83,2.17,0
0.58,0.96,8.3,2.8,4.57,2.56,0.66,1.12,0.44,0.46,0.47,0.59,0.32,6.73,1.5,1
1.02,2.04,8.02,3.73,8.16,1.56,1.03,0.8,1.49,0.92,1.01,0.66,0.62,6.98,1.2,1
1.85,2.4,13.37,8.61,13.21,2,1.44,1.41,2.26,1,1.06,1.26,0.35,4.15,1.34,1
4.23,2.29,3.28,3.28,17.25,0.92,1.7,1.46,1.23,0.95,0.74,0.7,0.34,0.5,0.59,0
3.17,2.82,8.35,12.72,11.87,3.54,1.62,2.95,3.23,2.07,2.02,1.76,2.05,11,3.01,1
0.52,0.98,3.06,2.54,4.16,1.94,0.61,0.61,0.41,0.3,0.42,0.37,0.33,4.28,1.71,0
1.15,1.89,7.12,5.58,9.95,2.33,0.96,1.91,1.25,1.32,1.63,1.45,1.15,7.78,1.82,0
1.69,1.96,7.81,5.86,10.97,2.61,1.29,1.23,1.39,1.4,1.52,0.63,0.81,10.95,1.01,0
1.54,2.43,5.11,3.22,11.58,1.17,1.17,1.28,1.16,1.08,0.89,0.73,0.48,12.54,1.13,1
1.79,1.71,6.41,3.92,8.65,1.93,1.07,0.9,1.06,1.21,1.3,0.94,0.68,10.38,1.4,0
1.19,1.99,8.9,4.29,7.3,1.49,1.09,1.16,1.49,1.06,1.09,0.8,0.65,6.34,1.28,0
2.76,3.26,10.85,10.83,13.19,4.83,1.41,2.37,3.54,2.22,2.49,1.54,1.48,7.5,4.05,0
2.75,3.5,11.02,9.54,12.76,4.2,1.48,3.59,4.84,2.05,2.26,1.09,1.43,12,2.14,0
0.63,0.84,4.96,2.69,3.83,2.53,0.58,0.94,0.43,0.53,0.38,0.12,0.37,6.12,2.37,0
2.62,2.53,10.33,14,14.33,2.5,2.06,1.7,1.37,1.4,1.45,1.15,1.23,11.5,1.32,0
1.97,2.59,6.45,7.34,11.64,1.65,1.26,1.43,1.4,0.8,0.74,1.03,0.62,2,1.45,0
0.62,0.89,3.79,1.81,2.67,0.68,0.38,0.42,0.67,0.26,0.22,0.27,0.23,0.45,0.83,0
1.69,1.49,4.67,4.41,7.13,2.59,0.93,0.78,0.78,1.04,0.78,0.78,0.62,7.78,1.01,0
0.8,1.7,3.12,4.13,5.42,1.73,1.42,2.12,1.41,1.86,1.75,1.36,0.65,7.07,1.15,0
0.7,0.97,6.18,1.86,4.57,1.05,0.43,0.56,0.34,0.28,0.25,0.39,0.29,1.92,1.86,1
0.85,1.41,11.94,3.58,9.36,2.26,0.91,1.51,0.87,0.99,1,0.63,0.42,7.27,0.64,0
3.91,2.34,9.49,7.31,19.58,5.65,2.45,5.65,5.78,3.27,2.26,1.51,1.13,12.82,2.26,0
1.77,1.72,5.59,2.7,6.52,1.29,0.93,0.74,0.84,0.77,0.79,0.45,0.57,7.45,1.11,0
0.88,1.87,8.57,3.52,6.95,1.58,1.08,0.93,1.15,1.02,0.99,0.96,0.76,8.39,1.1,1
2.26,2.69,15.44,9.14,16.27,2.41,1.7,2.07,1.45,2.16,1.24,1.71,0.61,6.23,0.57,1
1.55,1.62,10.71,4.62,9.1,1.64,1.6,1.83,2.49,0.75,0.74,0.8,0.61,9.01,0.97,1
1.48,2.48,7.67,7.33,10.67,1.5,0.8,1.5,1.5,1.37,1.07,1,0.98,7,1.13,0
1.03,2.31,6.26,4.68,9.66,0.81,1.23,1.28,2.52,0.67,0.82,0.86,0.49,5.55,0.83,1
1.3,1.29,5.31,3.9,6.87,2.1,0.67,0.65,1.16,1.51,0.98,0.94,0.8,7.23,1.81,1
0.58,0.66,8.3,2.8,4.57,2.45,0.66,1.12,0.18,0.37,0.47,0.37,0.32,6.73,1.22,0
3.91,3.35,7.54,6.03,16.59,6.01,3.52,3.77,3.77,2.26,1.51,1.13,0.94,15.08,2.26,0
1.36,1.37,12.21,3.57,5.9,1.99,1.12,2.14,0.98,0.72,0.89,0.92,0.6,17.76,2.61,1
3.81,3.7,9.7,9.62,14.88,5.11,1.63,4.05,4.29,2.35,2.71,1.75,2.15,15,3.31,1
1.86,2.84,6.04,6.87,11.18,2.86,2.4,2.45,4.2,1.92,1.86,2.37,1.84,12.07,3.66,1
1.94,2.41,11.1,8.82,26.11,2.75,1.39,1.47,2.61,1.12,0.94,0.83,0.9,6.22,1.25,1
2.26,2.85,13.41,8.09,12.91,2.19,1.66,2.41,2.12,1.99,1.35,1.26,0.65,5.19,0.66,1
0.94,1.3,7.08,3.56,7.69,1.58,0.87,0.93,1.02,0.87,0.95,0.63,0.45,5.59,0.81,0
3.96,3.63,9.59,17.64,18.74,5.11,1.67,6.93,4.7,3.56,3.55,2.5,2.33,14,1.95,1
1.56,1.64,11.28,5.53,9.85,1.93,1.7,2.09,3.28,0.68,0.67,0.99,0.63,8.19,1.06,0
1.14,2.05,9.51,3.62,6.9,3.44,1.97,2.72,2.14,2.72,1.77,2.41,0.91,15.03,1.16,1
1.35,1.31,6.79,3.25,5.36,0.61,0.75,0.91,1.55,0.34,0.53,0.54,0.42,3.25,0.68,0
0.87,1.44,6.76,2.94,7.69,1.61,1.14,0.87,0.52,0.63,0.62,0.72,0.22,1.43,0.8,1
1.36,2.51,7.51,7.15,11.42,2.13,1.16,1.9,2.14,1.1,1.01,0.92,1.06,8.41,1.91,1
0.57,0.89,5.55,4.28,4.28,2.14,0.76,1.04,0.39,0.4,0.43,0.73,0.32,3.67,1.44,1
3.67,2.98,8.99,9.04,10.82,3.48,1.43,3.05,2.19,1.83,1.9,1.55,1.37,10,3.23,1
0.85,0.93,2.5,2,6.03,0.7,1.73,1.52,0.8,0.36,0.15,0.12,0.3,1.85,0.8,0
0.61,0.95,3.8,2.14,2.77,1.71,0.59,1.04,0.57,0.37,0.4,0.27,0.31,9.18,1.92,0
1.61,1.38,10.01,4.88,6.79,1.92,1.25,1.7,1.81,0.85,0.71,0.97,0.66,8.19,1.11,0
1.69,1.62,6.57,2.82,3.53,1.8,0.9,0.53,1.39,2.14,1.46,0.23,0.34,4.73,0.62,0
2.08,1.81,13.65,6.15,10.79,2.62,2.26,2.53,3.76,0.99,0.93,1.06,0.86,9.83,1.3,1
0.79,1.3,6.34,3.63,6.52,1.12,1.02,0.97,1.17,0.87,1,0.65,0.37,5.59,0.81,0
2.05,2,11.59,6.62,11.26,3.09,2.93,3.28,4.3,1.19,0.96,1.94,0.98,9.83,1.87,1
2.53,3.14,8.79,8.87,15.16,2.67,2.1,2.38,3.13,1.26,1.27,2.13,1.42,8.57,1.76,1
0.59,1.89,13.02,3.22,7.4,2.16,1.26,2.52,1.28,0.7,1.5,0.55,0.55,15.54,2.55,0
2.11,2.26,12.31,6.15,12.5,2.73,2.71,3.17,4.23,1.17,0.96,1.92,1.14,12.28,1.57,1
0.99,2.53,1.8,3.98,6.9,1.73,1.36,1.69,1.41,1.5,2.48,1.41,1.22,7.51,0.84,0
0.94,1.68,18.16,3.85,10.77,3.39,1.02,1.54,1.23,0.62,1.54,0.56,0.51,6.98,1.05,0
1.45,1.59,11.46,6.11,12.11,1.84,1.33,2.17,2.62,0.85,0.85,1.8,0.73,6.55,1.08,1
0.85,1.75,6.16,4.24,5.3,1.92,1.65,2.12,1.41,1.36,2.77,2.45,0.74,7.07,0.67,0
4.86,3.73,13.76,10.45,15.66,5.96,1.43,5.51,5.18,2.63,2.35,1.87,2.73,12,3.93,1
0.44,0.99,4.22,2.45,8.16,2.02,0.54,1.1,0.67,0.24,0.28,0.39,0.38,5.51,1.38,0
0.75,1.44,6.98,2.73,6.99,2.04,1.21,1.15,1.01,1.04,1.78,1,0.41,19.07,2.12,0
1.72,2.26,11.9,8.03,13.16,2.3,1.67,1.99,1.38,1.31,0.95,1.21,0.47,4.67,0.6,1
1.32,1.62,6.63,4.29,6.91,1.34,1.16,1.18,1.17,0.94,0.83,0.95,0.89,4.1,1.2,1
0.92,2.22,8.76,3.98,8.52,1.18,1.19,1.74,1.09,1,1.28,0.96,0.9,5.59,0.99,0
2.89,1.73,16.12,7.89,21.66,7.79,2.17,4.37,4.5,3.27,1.94,1.44,0.67,8.66,2.31,0
3.01,1.79,11.12,5.47,13.9,3.13,2.17,3.61,3.57,2.55,2.67,1.44,0.82,7.22,2.14,0
1.45,3.08,6.23,7.52,9.6,2.18,0.78,1.04,1.09,1.25,2.33,1.04,0.99,3.89,1.3,0
1.77,2.21,14.89,8.51,13.11,3.13,1.45,3.44,2.99,1.77,1.3,1.83,1.31,11.17,1.86,1
1.18,0.92,3.8,3.09,6.43,2.26,0.9,2.06,0.37,0.37,0.47,0.55,0.39,1.84,2.45,0
0.66,2.08,1.87,2.31,4.85,1.68,0.64,0.97,0.58,0.47,0.41,0.51,0.55,5.3,0.72,1
2.24,3.63,12.88,7.71,17.66,2.83,1.64,2.37,0.82,2,0.92,1.82,0.9,5.19,0.55,1
1.56,1.35,5.19,5.19,11.52,2.59,1.04,0.78,1.04,1.04,0.97,0.78,0.67,10.38,0.83,0
0.98,1.97,4.91,4.91,6.71,1.15,1.77,1.47,1.8,0.9,0.66,1.64,0.57,18.83,0.74,0
0.93,1.23,4.88,4,5,1.4,1.23,0.82,1,0.75,1.2,0.4,1.05,4,1.5,0
2.72,2.2,9.36,8.8,13.72,4.55,1.39,3.5,3.99,2.45,2.49,1.36,1.33,10,1.86,1
2.75,3.29,11.56,9.54,14.67,4.2,1.48,3.59,5.22,2.05,2.47,1.65,1.6,12.25,3,1
0.99,1.82,6.33,3.37,7.26,2.08,0.95,1.17,1.23,1.17,1.17,0.78,0.76,5.19,0.91,0
3.31,4.16,10.39,16.52,20.93,3.42,1.76,3.95,4.41,2.77,2.2,1.55,1.5,9.75,1.7,0
2.04,2.84,12.71,7.22,12.81,2.16,1.69,1.87,0.82,2.08,0.92,1.41,0.4,3.9,0.55,1
0.78,1.11,2.21,2.78,4.45,0.97,0.42,0.37,0.63,0.31,0.48,0.41,0.54,5.1,0.61,1
2.48,3.26,15.58,9.22,19.44,2.08,2.09,2.61,2.51,1.44,1.4,1,0.68,7.27,1.84,1
5.73,3.94,11.57,23.09,26.42,5.36,1.97,5.51,3.8,1.96,4.94,2.16,3.92,15,4.38,1
1.27,2.36,11.17,6.54,12.09,1.58,1.32,1.18,1.51,0.97,1.03,0.98,0.7,4.15,1,1
1.74,1.68,7.76,3.11,7.14,2.24,1.12,0.93,1.49,0.93,0.93,2.42,0.93,3.73,1.41,0
3.58,2,9.91,7.72,11.01,3.26,1.33,2.89,2.73,1.73,2.04,1.91,2.66,14,4.29,0
